Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Family_Income,Teacher_Quality,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Exam_Score,Tutoring_Sessions_Group
18,85,0,1,0,7,56,0,1,0,1,2,4,0,0,1,64,0
21,69,1,1,0,7,66,2,1,1,1,1,4,0,0,0,64,1
28,60,1,2,1,7,53,0,1,0,1,1,3,0,0,2,65,3
14,90,0,1,1,7,66,1,1,1,1,1,5,0,1,2,67,1
27,99,2,1,0,7,53,0,1,0,2,1,3,0,1,2,73,2
28,92,0,2,0,5,96,2,1,1,0,1,3,0,1,1,72,1
19,78,1,1,0,7,55,0,1,1,1,2,3,0,1,2,65,0
7,96,1,2,0,9,91,1,1,0,1,1,4,0,1,2,67,0
16,76,1,1,1,7,95,0,1,1,1,0,3,0,0,2,66,2
28,81,2,1,1,8,73,0,1,1,2,0,3,0,2,2,70,0
20,79,2,1,0,8,53,1,1,1,1,1,3,0,0,1,66,2
14,78,2,2,1,8,80,0,1,1,1,1,1,0,0,2,66,1
17,91,1,0,1,7,62,0,1,2,1,0,3,0,2,2,68,3
25,81,0,1,1,8,59,0,1,0,1,2,4,0,1,2,68,3
23,73,2,2,0,8,78,0,1,2,1,1,4,0,0,1,67,0
19,70,2,1,1,8,68,2,0,0,1,2,3,0,1,2,65,1
18,62,1,0,1,8,87,1,1,0,1,2,4,0,1,2,64,4
18,83,2,1,0,5,80,2,1,2,2,2,2,0,1,2,70,1
14,69,0,1,0,5,91,1,1,2,1,2,3,0,1,1,63,0
30,66,1,2,0,6,53,0,0,0,1,2,2,0,0,2,65,2
18,86,0,1,1,9,62,1,1,1,1,0,2,1,2,2,67,4
27,87,1,1,1,7,78,0,1,0,1,0,5,0,0,2,71,3
29,90,2,1,1,7,94,1,1,0,0,1,4,0,0,2,73,1
26,80,1,1,0,4,91,0,1,0,1,1,3,0,0,0,67,1
17,96,2,1,1,7,84,1,1,0,2,2,3,0,1,2,72,2
22,97,1,1,0,7,79,2,1,1,2,2,0,0,0,0,71,2
20,92,1,2,1,4,82,2,1,1,1,1,4,0,2,2,72,0
15,85,2,2,1,7,61,1,1,1,2,0,3,0,0,2,68,1
22,72,0,0,1,5,80,1,1,0,2,1,3,0,1,2,65,2
13,99,2,1,0,6,75,0,1,1,1,2,4,1,1,0,68,1
27,71,1,0,0,8,69,1,1,2,1,2,4,0,1,2,67,1
17,68,1,1,0,7,94,2,1,2,1,1,4,0,1,1,66,1
21,78,1,0,1,6,91,1,1,1,0,1,1,1,0,2,64,0
22,62,2,1,0,6,54,1,1,0,1,1,3,0,2,2,65,3
18,99,1,1,0,6,99,1,1,0,1,1,3,0,0,1,69,0
24,84,1,1,1,7,61,1,1,1,1,2,2,0,0,0,68,2
17,82,2,2,0,5,61,1,1,1,1,1,4,0,2,2,69,3
25,86,1,1,1,9,97,0,1,2,1,1,3,0,0,1,70,1
12,80,2,1,0,5,72,1,1,2,1,2,4,1,0,2,65,1
21,61,1,1,0,4,90,0,1,1,0,1,3,0,0,2,63,2
32,84,0,1,1,8,64,1,1,0,2,2,3,0,1,2,71,1
14,89,1,2,1,6,94,0,1,0,1,1,2,0,2,2,68,0
16,77,1,1,1,7,92,2,1,0,2,2,3,0,2,2,70,5
23,90,1,2,1,8,76,2,1,1,0,2,3,0,0,2,72,2
21,69,1,1,1,6,85,1,1,0,0,1,1,0,1,0,64,3
22,69,0,1,0,7,98,0,1,0,1,2,2,0,2,1,64,0
23,66,1,0,1,8,73,2,1,2,1,2,2,0,1,2,66,2
24,75,1,2,1,9,75,2,1,1,2,2,3,0,1,0,69,0
27,94,1,0,0,6,86,1,1,1,1,1,2,0,0,2,71,2
22,93,1,2,1,6,69,2,1,2,0,0,3,1,0,2,69,0
19,75,2,1,0,8,98,0,1,0,1,1,3,0,2,1,67,1
24,84,0,1,1,7,52,1,1,0,2,1,3,0,0,2,66,0
31,89,1,1,0,7,70,1,1,0,2,2,2,0,0,1,71,2
19,70,1,0,1,9,86,0,1,2,1,1,2,1,0,2,63,2
14,67,1,0,0,4,71,1,1,2,1,1,4,0,1,2,62,0
27,99,1,2,0,5,63,1,1,1,2,1,4,0,0,2,73,0
19,85,2,1,0,4,71,0,1,1,2,0,3,0,0,0,66,1
7,99,2,1,1,9,94,1,1,2,2,2,2,0,2,1,72,3
25,74,2,0,1,8,77,0,1,0,1,1,2,0,2,1,67,1
17,88,0,0,0,5,67,1,0,1,2,1,3,0,2,2,65,0
19,69,1,1,1,7,84,1,1,1,1,1,4,0,0,2,66,2
22,70,2,1,1,7,81,0,1,1,1,1,2,0,2,1,68,3
21,80,1,2,1,4,78,1,1,1,2,1,4,0,0,2,69,1
24,73,2,1,1,7,70,1,1,2,1,0,3,0,2,2,68,0
17,67,1,2,1,5,54,1,1,0,1,0,2,0,0,1,61,0
23,71,2,0,1,8,81,1,1,1,2,2,2,0,0,2,68,3
18,61,2,0,1,5,71,0,1,2,2,1,3,0,1,2,64,3
24,88,1,0,1,7,71,0,0,0,2,1,3,0,1,1,67,1
24,80,0,2,1,9,62,2,1,2,0,1,3,0,0,1,68,3
14,64,1,2,0,8,62,0,1,1,2,2,4,1,0,1,61,1
27,67,2,0,0,8,89,0,1,0,0,2,3,0,2,2,66,1
17,64,2,0,1,7,74,0,1,1,0,2,2,0,2,2,64,2
25,85,0,1,0,5,55,0,1,2,1,0,3,0,0,1,67,3
22,64,1,2,0,6,52,0,1,2,1,0,4,0,1,1,64,2
31,90,2,2,0,7,61,0,1,0,1,2,3,0,0,2,72,0
19,61,1,1,0,7,74,0,1,2,1,0,3,0,2,0,62,2
18,70,2,1,1,5,81,0,1,0,1,0,2,0,0,0,63,2
20,96,2,2,0,8,57,0,1,0,1,1,4,0,0,2,70,1
18,89,2,1,0,5,72,0,1,1,1,2,3,0,1,1,69,3
25,63,0,1,1,9,54,1,1,1,0,2,2,0,0,2,64,3
10,93,0,1,0,7,52,1,1,1,1,2,3,0,2,2,66,2
14,80,0,1,1,8,93,1,1,0,2,2,4,0,0,2,67,3
14,94,2,2,1,8,83,1,1,1,0,0,5,1,2,2,71,4
26,84,1,2,1,10,89,1,1,0,2,2,1,0,0,0,70,0
30,87,0,1,0,7,59,1,1,1,1,1,3,0,0,1,69,2
19,100,1,0,0,6,66,2,1,0,1,1,3,0,0,1,68,0
19,69,1,2,1,6,72,1,0,0,1,1,1,0,1,2,64,1
20,85,2,1,1,9,83,0,1,1,1,2,3,1,1,2,70,3
27,78,2,0,1,5,77,1,1,1,0,1,3,0,2,2,69,0
14,62,1,1,1,6,78,1,1,2,1,2,2,0,1,2,63,0
21,61,0,1,0,7,58,1,1,1,0,0,3,0,0,2,60,1
26,65,2,0,0,7,74,1,1,0,1,0,4,0,0,2,65,2
23,86,1,1,0,8,91,1,1,0,1,0,0,0,0,2,67,0
21,83,1,0,0,5,75,0,1,1,1,0,4,0,1,2,66,1
26,82,0,2,0,7,60,1,0,0,1,1,3,0,2,2,68,3
4,61,0,2,1,7,71,2,1,0,0,2,1,0,2,2,58,0
24,79,0,2,1,5,88,1,1,1,1,1,3,0,0,1,67,0
16,97,1,1,1,8,57,0,1,1,1,2,4,1,0,2,68,0
9,76,1,1,1,7,79,1,1,0,1,1,3,0,0,2,62,1
23,85,0,2,0,7,98,2,0,0,1,0,3,0,2,1,69,2
28,91,1,2,1,6,69,2,1,1,2,1,4,0,0,0,73,1
19,91,2,0,0,6,52,1,1,0,1,0,4,1,0,1,66,2
26,81,0,1,1,5,82,1,1,1,1,0,5,1,2,2,67,0
30,94,1,1,0,8,52,1,1,1,0,1,4,0,0,2,71,1
28,76,1,1,1,9,60,1,1,0,1,1,2,0,0,0,66,1
30,96,2,1,1,10,52,1,1,2,2,2,4,0,1,1,74,0
24,70,1,2,0,8,59,0,1,0,2,2,5,0,0,2,67,2
20,71,2,1,0,6,93,2,1,1,2,0,2,0,2,2,68,2
10,62,1,1,0,6,87,2,1,0,2,1,3,0,0,2,61,2
19,92,1,2,0,8,67,1,1,1,1,0,2,0,0,2,69,2
15,77,0,1,1,7,95,0,1,0,1,2,4,0,0,1,65,4
33,69,1,2,1,7,83,1,1,1,0,1,2,0,2,2,71,2
19,69,1,0,0,7,72,1,1,0,0,2,2,0,0,0,61,1
21,96,1,2,1,9,53,1,1,0,2,1,3,0,1,2,70,0
23,93,1,0,0,6,87,1,1,1,1,1,3,0,0,1,70,2
20,82,1,2,1,9,69,0,1,1,1,2,3,0,1,2,69,1
30,85,2,0,1,7,65,2,1,0,1,0,3,0,0,2,70,2
16,79,2,1,1,6,64,1,1,0,0,2,4,1,1,2,67,4
21,76,0,1,0,6,50,0,1,0,1,0,4,0,2,1,63,2
16,97,1,1,0,7,87,1,1,2,1,1,3,0,0,2,70,1
12,65,1,1,0,8,57,1,1,2,2,2,5,1,0,2,61,1
16,77,0,2,1,6,76,0,1,0,1,1,1,0,2,1,64,1
20,74,1,1,1,8,51,2,1,1,1,0,3,0,1,2,65,2
17,80,1,1,0,6,81,1,1,1,2,1,1,0,1,0,65,1
16,78,1,0,1,7,68,2,1,0,2,2,3,0,2,0,66,3
12,81,2,2,1,5,82,0,1,1,2,2,3,0,0,0,66,1
20,66,0,1,1,8,54,1,1,1,0,2,2,0,2,2,63,2
11,81,0,2,1,7,63,1,1,1,1,1,2,0,2,2,66,3
25,70,1,1,1,9,56,2,1,0,1,2,1,0,0,0,64,0
20,67,2,0,0,8,82,1,1,0,2,1,4,1,0,2,65,3
11,63,2,1,0,7,55,0,1,2,1,2,1,0,2,2,62,3
18,91,0,2,1,9,81,2,1,2,1,1,5,0,0,1,71,4
15,77,1,1,1,8,57,0,1,0,1,1,2,0,1,2,63,1
22,85,1,2,0,9,97,2,1,1,2,0,3,0,1,1,70,0
28,89,1,0,1,6,71,0,1,0,1,1,4,0,1,1,70,2
9,87,1,1,0,8,56,1,1,1,2,2,3,0,1,1,65,1
21,79,2,2,1,8,52,1,1,0,1,1,3,1,0,2,66,1
19,76,1,0,1,5,66,1,1,1,1,2,4,0,1,2,66,2
24,75,1,0,0,9,95,2,1,1,2,2,2,0,1,2,68,0
21,86,2,2,0,5,57,1,1,0,1,0,3,0,0,2,68,1
15,80,2,1,1,5,90,1,1,1,2,1,3,0,0,2,69,4
18,94,1,1,1,4,71,1,1,2,0,2,3,0,1,2,71,3
15,95,1,1,1,8,90,0,1,0,1,0,1,0,2,2,69,2
26,67,1,2,1,5,94,1,1,1,1,2,2,0,1,2,68,0
20,65,1,2,1,6,100,1,1,0,2,1,5,0,0,1,67,2
31,85,2,1,0,8,53,1,1,0,2,2,3,0,0,2,72,2
20,72,2,1,1,7,90,2,1,1,1,1,3,0,0,2,68,2
16,61,2,1,1,6,53,0,1,2,1,2,4,1,0,1,60,0
11,96,1,2,0,5,66,2,1,0,1,1,4,0,0,1,68,2
9,69,2,1,1,7,82,2,1,2,2,2,2,0,0,2,65,1
10,97,0,2,0,8,72,2,1,0,1,1,3,0,2,1,67,0
22,89,0,1,0,8,78,0,1,2,1,2,3,0,0,2,70,4
23,91,1,0,1,10,98,2,1,0,2,0,3,0,0,2,70,0
11,68,1,1,0,6,91,0,1,0,2,0,2,0,1,0,61,3
25,69,2,0,1,5,68,1,1,2,2,2,4,0,1,0,68,2
17,81,1,2,0,7,80,2,1,0,1,0,3,0,2,2,67,1
21,67,1,2,0,7,52,1,1,0,1,0,3,1,0,1,62,3
30,72,1,0,0,7,73,1,1,2,1,1,4,0,0,1,66,0
25,73,2,1,1,6,80,1,1,2,1,2,2,0,0,0,69,3
18,66,1,2,1,4,86,1,1,1,1,0,4,0,1,2,66,2
15,68,1,1,1,5,95,1,1,2,1,0,5,0,1,2,64,0
7,92,2,1,0,8,64,2,1,0,0,1,4,0,2,2,66,1
16,67,1,1,0,7,95,0,1,1,1,1,5,1,0,2,63,2
19,61,0,2,1,8,83,0,1,1,1,0,3,0,0,2,62,1
14,85,1,1,1,8,54,0,1,2,1,0,4,0,2,1,65,1
19,99,0,2,0,8,69,0,1,2,1,0,2,0,0,1,68,0
20,73,2,2,1,8,74,0,1,0,0,0,4,0,0,1,65,1
19,65,1,2,1,7,68,0,1,0,0,1,4,0,1,2,63,1
16,83,2,2,1,7,56,1,1,1,1,0,2,0,0,2,68,3
21,96,1,2,1,4,78,0,1,2,1,2,2,0,0,2,72,2
23,91,2,0,0,6,57,1,1,0,1,2,3,0,0,2,69,2
13,85,0,1,0,6,96,0,1,0,2,2,5,0,2,0,66,1
28,73,0,0,1,7,93,2,1,0,2,1,3,0,1,2,68,2
19,82,0,0,0,6,74,1,1,1,2,1,2,0,0,1,64,1
20,64,1,0,1,8,53,0,1,0,1,2,2,0,0,2,61,1
24,87,0,1,0,6,78,2,1,0,0,1,2,1,2,2,67,0
21,89,1,0,1,9,80,1,1,1,0,1,3,0,2,1,68,0
26,99,1,1,0,6,94,2,1,1,1,2,3,0,0,2,74,2
22,70,1,2,1,6,53,1,1,1,2,2,2,0,0,2,67,3
16,61,1,2,1,6,85,1,1,1,1,2,3,0,0,2,64,2
22,82,0,2,0,6,78,1,1,1,2,1,3,0,0,1,69,3
13,88,2,1,1,9,59,1,1,0,1,0,3,1,0,0,63,0
21,92,1,1,0,7,56,1,1,0,1,1,4,0,0,1,67,0
20,68,2,1,1,7,85,1,1,1,1,1,3,0,1,0,65,1
19,70,1,1,1,6,67,1,1,1,0,2,4,0,2,1,67,5
19,81,2,1,0,7,100,1,1,0,1,0,5,0,2,1,68,1
9,73,1,0,1,7,95,1,0,0,1,0,3,0,2,2,62,3
17,94,2,1,1,7,78,1,1,0,2,1,3,0,1,2,70,1
21,79,0,2,1,7,82,1,1,2,1,0,3,0,0,2,67,1
21,92,2,2,1,9,58,1,1,2,1,1,5,0,0,1,89,2
14,83,2,1,1,7,95,0,1,0,1,1,2,1,0,2,65,1
28,91,0,1,1,5,73,1,0,1,1,1,2,0,0,2,69,2
15,73,1,1,0,7,76,2,1,0,1,2,4,0,0,0,64,2
26,93,2,0,0,6,94,1,1,2,1,0,4,0,0,2,74,6
23,71,1,2,0,8,50,1,1,2,1,2,2,0,0,0,64,0
16,82,0,2,0,7,75,1,1,0,1,0,2,0,2,1,64,0
31,69,1,0,1,9,81,1,1,1,1,0,2,0,1,2,67,2
13,79,0,0,1,6,58,2,1,1,1,2,4,0,1,1,63,2
26,73,2,1,1,7,53,0,1,1,2,1,5,0,0,1,68,3
26,71,0,1,1,5,77,0,1,1,1,1,5,0,2,2,66,0
16,99,0,2,1,7,77,2,1,0,1,1,3,1,0,1,68,0
28,66,1,2,0,5,67,1,1,2,1,2,1,0,2,1,68,1
18,91,1,1,0,7,94,1,1,0,1,1,2,0,0,2,69,3
22,99,2,0,0,7,65,1,1,0,0,1,3,0,2,2,71,3
22,61,0,2,1,7,76,1,1,2,1,2,3,0,1,2,65,1
19,88,0,1,1,8,59,1,1,1,1,1,4,0,0,2,67,2
25,70,1,1,0,7,51,1,1,2,1,0,4,0,1,2,65,1
25,62,2,1,0,5,71,1,1,0,2,2,4,0,0,1,65,0
10,76,1,0,0,6,76,1,1,2,2,0,2,0,2,2,80,1
28,97,1,1,1,7,88,2,1,1,1,1,2,0,0,1,74,2
10,60,1,1,0,7,72,0,0,1,0,2,3,0,0,2,59,3
26,84,1,1,0,7,64,0,1,2,2,1,3,0,0,2,69,2
27,80,1,0,1,9,80,1,1,2,1,1,2,1,0,1,66,0
13,95,1,1,1,7,69,1,1,0,0,2,2,1,2,1,66,1
18,63,2,2,0,8,62,1,1,2,1,2,4,0,0,2,65,2
13,87,2,1,1,4,96,0,1,0,0,1,3,1,1,2,67,3
19,87,2,2,0,8,77,0,1,0,1,1,4,0,0,1,69,3
18,87,1,0,1,10,60,2,1,1,1,2,3,0,0,2,68,2
25,98,1,1,1,9,84,1,1,1,2,1,2,0,2,2,73,1
28,93,0,2,1,6,90,1,1,0,1,2,2,1,0,2,71,1
28,62,2,1,1,10,88,1,1,0,2,2,2,1,2,1,67,0
17,79,1,1,1,7,80,0,1,2,2,2,3,0,1,2,67,1
19,76,2,0,0,7,76,1,1,2,2,1,2,0,2,2,66,0
10,72,1,0,0,7,89,1,1,1,1,0,4,0,1,2,63,3
15,78,2,2,0,7,85,1,0,2,1,0,1,0,0,0,65,1
26,75,1,0,1,4,79,1,1,2,1,0,1,0,1,2,67,2
30,77,1,0,1,8,83,1,1,0,0,2,3,0,1,2,69,1
13,99,1,1,1,7,58,1,1,0,1,1,2,0,0,2,67,1
16,64,2,1,1,7,51,2,1,2,2,1,3,0,1,2,66,4
20,97,2,2,1,7,97,0,1,1,2,1,4,0,0,1,74,2
22,79,2,1,0,6,97,1,0,2,1,2,2,0,1,1,69,2
15,85,0,1,1,7,89,2,1,1,1,0,4,0,1,1,66,0
23,93,2,0,1,9,69,0,1,1,1,2,3,1,2,1,69,0
17,74,1,1,1,8,58,0,1,2,1,1,2,0,1,0,63,1
20,77,1,0,1,7,68,1,0,1,2,2,3,0,1,2,65,0
23,76,0,1,0,7,86,0,0,0,1,2,4,0,1,0,64,1
20,75,0,1,0,7,67,2,1,1,1,1,4,0,0,2,64,0
17,97,0,2,1,6,90,0,1,1,0,0,2,0,0,1,69,2
19,93,2,2,0,7,84,1,1,0,2,0,3,0,0,2,73,5
19,64,1,1,1,8,81,2,1,1,1,0,3,1,0,1,62,1
18,64,0,0,1,7,97,0,1,1,0,1,4,0,1,2,62,2
18,77,1,1,1,6,95,2,1,1,2,2,2,0,2,1,68,0
30,64,1,1,0,7,86,0,1,1,1,2,3,0,2,0,66,1
23,85,0,2,1,8,60,2,1,1,1,2,1,1,1,1,68,2
18,66,0,2,1,5,97,1,1,1,1,1,4,0,0,1,66,4
24,81,0,1,1,6,61,0,1,1,1,2,3,0,2,2,69,3
18,60,1,1,1,5,69,1,1,1,1,1,2,0,2,2,62,0
27,73,0,1,0,7,91,1,1,2,1,1,4,0,1,0,68,2
22,87,1,1,0,8,60,0,1,1,2,0,2,0,1,1,67,2
19,79,0,1,0,9,82,1,1,0,1,1,4,0,0,2,65,1
23,99,0,1,0,9,73,1,1,0,1,0,4,0,1,2,69,0
11,95,1,1,0,6,81,2,1,0,0,2,3,0,0,2,67,2
13,74,0,0,1,7,98,2,1,1,1,2,3,0,2,2,64,0
13,62,0,1,1,6,90,1,0,2,2,1,3,1,2,2,62,3
21,94,1,1,1,9,65,0,1,2,2,1,3,1,0,2,71,5
30,96,1,2,1,9,53,1,0,1,1,1,3,0,0,2,72,0
33,93,2,2,1,7,98,0,1,1,1,0,2,1,0,2,74,0
24,65,0,2,0,6,79,0,1,1,2,1,2,0,2,2,66,1
23,100,2,0,1,4,59,1,1,1,1,2,4,0,0,2,72,2
9,70,2,1,0,5,81,1,1,2,2,1,4,0,2,2,65,1
17,89,2,1,1,4,52,2,1,0,1,2,3,0,1,0,67,0
15,96,1,2,1,5,59,2,1,1,2,1,2,0,0,2,70,2
16,69,2,1,1,10,82,1,1,0,2,0,1,1,0,1,62,0
19,96,0,0,1,5,70,2,1,0,1,2,2,0,0,0,66,0
17,72,0,1,1,5,66,1,1,2,2,0,3,0,1,2,65,2
8,99,0,2,1,6,83,2,1,1,2,2,4,1,2,2,70,2
24,71,2,2,1,10,93,0,1,1,1,2,2,1,1,2,69,2
14,98,1,1,1,7,84,0,1,2,1,1,3,0,0,2,70,3
21,62,2,2,0,8,73,1,1,2,1,0,2,0,1,2,66,2
32,88,1,0,1,7,83,0,1,0,2,2,4,0,2,2,73,1
14,81,2,1,0,4,85,0,1,1,2,2,4,0,2,1,69,3
5,79,2,2,1,9,89,0,1,1,1,1,3,0,1,2,66,3
18,69,2,1,1,8,65,1,1,1,1,1,4,0,0,0,65,4
27,88,1,0,0,7,56,2,1,0,1,1,4,0,2,2,70,2
32,68,2,2,0,10,84,1,1,1,2,2,2,0,2,0,70,0
13,82,2,1,0,6,56,2,1,0,2,1,4,0,2,2,67,2
23,70,1,2,1,7,73,2,1,0,1,2,3,0,2,2,68,1
17,98,1,0,1,6,62,0,1,1,1,1,2,0,1,2,68,1
19,61,2,1,0,9,67,1,1,0,1,0,2,0,1,0,61,0
36,68,1,1,1,8,74,2,1,1,1,0,3,0,0,2,70,2
11,70,2,2,0,7,95,2,1,0,2,0,5,0,1,1,65,0
22,77,0,1,1,5,84,1,0,2,1,2,2,0,0,1,66,3
23,69,1,1,1,6,59,1,1,2,1,1,3,0,2,1,67,3
27,80,0,0,1,5,94,2,1,2,1,0,3,0,0,2,69,3
21,95,1,2,0,9,75,1,1,0,1,1,2,0,1,0,69,1
22,88,1,1,1,5,60,0,1,0,1,1,2,0,0,1,67,1
18,83,2,0,0,9,76,1,1,1,0,1,4,0,0,2,66,0
22,64,0,1,1,9,60,1,1,2,2,1,2,0,0,2,63,1
18,88,2,1,0,6,68,0,1,1,2,1,4,0,0,0,67,0
24,67,2,0,1,6,90,1,1,0,1,1,1,0,1,0,64,0
18,91,1,0,0,6,83,1,1,0,1,1,4,0,0,2,68,2
22,70,1,2,1,8,74,0,1,0,2,0,2,0,0,1,65,2
20,77,1,0,0,9,61,1,1,1,1,1,3,0,0,2,65,2
27,74,1,0,1,9,64,2,0,0,1,1,3,0,0,2,65,1
20,94,0,1,1,6,99,1,1,1,1,0,4,0,1,2,70,0
9,65,1,2,1,9,67,1,1,2,1,1,3,0,0,2,62,1
28,83,2,0,0,9,81,1,1,0,1,1,4,0,0,1,68,0
15,66,0,2,1,7,75,0,1,2,2,0,3,0,1,2,62,0
16,88,1,2,1,7,51,1,1,1,1,2,3,0,1,2,68,0
16,96,2,1,1,9,97,1,1,1,2,1,5,0,1,2,72,0
28,77,2,1,1,9,54,0,1,2,1,2,3,0,2,2,70,1
7,80,2,1,0,9,83,0,0,1,1,1,3,0,0,0,62,3
39,97,2,2,1,10,91,1,1,0,1,2,3,0,0,1,79,2
26,81,1,2,1,8,87,1,1,2,2,1,1,0,2,2,73,2
21,80,2,2,1,7,90,2,1,0,0,0,2,0,1,0,68,1
20,83,2,1,1,9,87,0,1,2,1,1,2,0,0,2,68,0
22,88,1,1,1,10,72,1,1,0,2,1,2,0,0,1,69,2
23,64,1,0,1,6,95,2,1,0,1,2,2,1,1,0,63,1
24,93,1,1,1,7,96,1,0,2,1,0,4,0,2,2,74,5
23,77,1,1,1,5,72,1,1,2,2,0,5,0,1,1,69,2
21,63,1,0,0,8,74,1,1,0,1,0,3,0,0,2,61,0
19,91,1,0,1,8,74,0,1,1,1,1,2,1,2,2,69,4
19,75,1,0,0,6,64,2,1,0,1,1,3,0,0,2,64,2
19,64,1,1,1,9,56,0,1,0,1,2,4,0,2,0,63,2
27,85,0,2,0,6,63,0,1,0,1,0,2,0,1,2,68,1
24,95,2,1,1,6,92,1,1,0,1,1,3,0,0,0,72,2
2,96,0,2,1,9,77,1,1,1,1,1,2,0,0,0,65,3
24,98,0,0,0,6,93,0,0,0,0,2,4,0,1,2,69,2
21,95,1,0,0,5,87,0,1,1,1,1,4,0,0,2,70,2
20,60,1,1,1,8,67,0,1,1,1,1,4,0,2,1,63,1
18,75,0,1,1,7,59,0,1,1,1,2,2,1,0,2,62,0
27,93,1,1,1,9,78,0,1,0,1,2,2,0,2,2,72,1
26,75,2,2,0,8,97,1,1,0,1,1,4,0,0,0,69,1
15,84,1,1,0,4,92,0,1,1,1,0,3,0,0,1,66,2
22,84,1,1,1,9,88,1,1,0,2,1,4,0,2,2,71,2
14,75,0,0,0,10,88,1,1,0,1,0,3,0,1,1,62,2
12,96,1,0,1,9,76,1,1,1,2,2,2,0,0,2,68,2
16,80,2,0,0,9,58,0,1,1,1,1,2,0,0,2,63,0
25,79,1,1,1,7,64,1,1,0,1,1,3,0,1,0,66,0
26,100,2,1,1,6,79,2,1,1,2,2,3,0,1,1,75,1
23,80,1,0,1,7,66,2,1,2,2,2,4,0,1,2,69,1
24,67,2,1,0,8,89,1,1,2,0,2,3,0,0,2,68,2
23,81,2,1,0,8,69,1,1,1,1,0,2,0,0,1,69,5
16,93,2,0,0,6,56,1,1,0,1,2,4,0,0,2,67,2
23,91,2,1,1,6,89,1,1,1,1,0,3,0,2,2,73,3
25,92,1,2,1,5,85,0,1,0,1,0,1,0,1,2,71,1
25,88,2,1,1,8,63,1,1,2,1,2,3,0,0,1,71,2
27,70,1,1,0,6,99,2,1,0,1,1,2,0,0,2,68,2
24,94,2,0,0,7,70,1,1,2,1,1,1,0,0,2,70,1
22,96,0,2,1,10,84,0,1,2,2,0,3,0,0,2,71,1
26,68,1,2,0,8,96,2,1,1,2,1,2,0,0,2,69,1
20,65,2,1,0,7,58,1,0,0,1,1,4,0,0,2,63,3
15,99,0,1,1,8,94,1,1,1,1,1,3,0,2,2,71,2
19,95,1,1,1,9,85,1,0,0,1,0,3,0,1,2,69,2
16,96,2,1,1,5,58,1,1,2,0,2,5,0,2,1,71,2
16,95,1,0,0,6,83,0,1,0,2,1,3,0,0,2,68,2
19,82,1,1,0,7,94,1,1,1,1,2,3,0,0,2,68,1
15,86,1,0,0,6,90,1,1,1,2,1,3,0,2,0,66,0
18,82,1,1,0,7,88,1,1,0,1,0,3,0,1,1,67,3
9,62,0,2,1,5,58,0,1,1,2,2,5,0,1,1,59,0
21,90,0,1,0,8,60,1,1,0,1,0,2,0,1,2,66,1
20,80,0,0,0,6,77,0,1,1,2,0,3,0,0,2,64,0
15,86,1,1,0,7,79,1,1,0,1,1,3,1,0,1,64,1
24,80,1,2,1,7,97,1,1,0,2,1,4,0,0,1,69,0
26,80,2,0,0,8,73,2,1,1,1,1,3,0,0,2,69,1
10,67,1,1,0,4,65,1,0,1,1,2,3,0,0,2,61,3
15,71,2,2,0,8,60,1,1,0,2,0,3,0,0,0,62,0
15,66,0,1,0,7,53,1,1,1,2,0,3,0,1,2,61,2
14,68,1,1,1,8,53,2,1,1,2,2,2,0,1,2,63,1
25,99,1,0,0,5,79,0,1,0,1,2,4,0,1,2,71,2
19,66,2,2,1,8,59,1,1,1,0,2,2,0,2,1,65,1
18,71,2,2,1,9,93,1,1,0,2,1,4,0,1,1,68,1
8,84,2,2,0,7,80,1,1,2,2,2,4,0,0,1,67,1
24,84,0,2,1,6,93,2,1,0,1,1,1,0,0,2,70,2
13,66,2,1,1,6,71,1,1,1,1,1,3,0,0,2,64,3
20,92,1,2,0,8,80,2,1,1,1,1,3,0,1,2,71,0
22,91,2,1,1,8,76,0,1,1,1,1,3,0,1,1,71,2
28,69,1,2,0,8,99,0,1,2,1,0,3,0,0,1,67,0
12,72,1,0,1,7,90,1,1,2,1,2,3,0,2,0,63,0
2,98,0,2,1,7,80,2,1,0,2,1,1,0,0,2,66,2
21,93,1,0,1,7,80,1,1,2,1,1,1,0,0,1,70,3
31,88,1,0,0,6,62,1,1,0,1,2,4,0,0,2,70,2
27,63,0,1,1,8,87,1,1,0,2,2,3,0,0,2,67,3
21,77,0,1,0,7,99,2,1,1,2,1,3,0,2,2,69,3
17,82,2,0,0,9,56,0,1,2,1,2,2,0,0,2,66,3
25,67,1,2,0,9,82,1,1,1,1,2,3,0,2,0,67,1
14,78,2,1,1,7,76,1,1,2,1,0,2,1,1,2,65,0
23,84,2,2,1,8,93,1,1,2,1,2,3,0,2,0,72,1
23,73,2,2,0,6,50,1,1,1,1,2,3,0,1,2,68,1
26,91,2,1,1,7,57,0,1,1,1,0,3,0,1,2,72,3
37,94,2,1,1,8,52,2,1,0,1,2,3,0,2,2,76,1
22,73,1,0,1,5,58,1,1,0,1,2,3,1,1,2,65,4
17,94,0,1,0,8,85,1,1,1,0,2,4,0,0,2,68,1
20,64,1,1,1,6,57,1,1,0,2,1,4,0,1,2,65,3
